trait	rate	count_of_total	count_of_resigned	lower	upper	width
[活動性]-minus-[決断性]	0.5	2.0	1.0	-51.13131313131313	-23.333333333333332	27.797979797979796
[活動性]-minus-[決断性]	0.5	2.0	1.0	-50.26262626262626	-23.333333333333332	26.92929292929293
[活動性]-minus-[決断性]	0.5	2.0	1.0	-49.39393939393939	-23.333333333333332	26.06060606060606
[活動性]-minus-[決断性]	0.5	2.0	1.0	-48.525252525252526	-23.333333333333332	25.191919191919194
[活動性]-minus-[決断性]	0.5	2.0	1.0	-47.656565656565654	-23.333333333333332	24.32323232323232
[活動性]-minus-[決断性]	0.5	2.0	1.0	-46.78787878787879	-23.333333333333332	23.454545454545457
[活動性]-minus-[決断性]	0.5	2.0	1.0	-45.91919191919192	-23.333333333333332	22.585858585858585
[活動性]-minus-[決断性]	0.5	2.0	1.0	-45.05050505050505	-23.333333333333332	21.71717171717172
[活動性]-minus-[決断性]	0.5	2.0	1.0	-44.18181818181818	-23.333333333333332	20.848484848484848
[活動性]-minus-[決断性]	0.5	2.0	1.0	-43.313131313131315	-23.333333333333332	19.979797979797983
[活動性]-minus-[決断性]	0.5	2.0	1.0	-42.44444444444444	-23.333333333333332	19.11111111111111
[活動性]-minus-[決断性]	0.5	2.0	1.0	-41.57575757575758	-23.333333333333332	18.242424242424246
[活動性]-minus-[決断性]	0.5	2.0	1.0	-40.707070707070706	-23.333333333333332	17.373737373737374
[活動性]-minus-[決断性]	0.5	2.0	1.0	-39.838383838383834	-23.333333333333332	16.5050505050505
[活動性]-minus-[決断性]	0.5	2.0	1.0	-38.96969696969697	-23.333333333333332	15.636363636363637
[活動性]-minus-[決断性]	0.5	2.0	1.0	-38.101010101010104	-23.333333333333332	14.767676767676772
[活動性]-minus-[決断性]	0.5	2.0	1.0	-37.23232323232323	-23.333333333333332	13.8989898989899
[活動性]-minus-[決断性]	0.5	2.0	1.0	-36.36363636363636	-23.333333333333332	13.030303030303028
[活動性]-minus-[決断性]	0.5	2.0	1.0	-35.494949494949495	-23.333333333333332	12.161616161616163
[活動性]-minus-[決断性]	0.5	2.0	1.0	-34.62626262626263	-23.333333333333332	11.292929292929298
[活動性]-minus-[決断性]	0.5	2.0	1.0	-33.75757575757576	-23.333333333333332	10.424242424242426
[活動性]-minus-[決断性]	0.5	2.0	1.0	-32.888888888888886	-23.333333333333332	9.555555555555554
[活動性]-minus-[決断性]	0.5	2.0	1.0	-32.02020202020202	-23.333333333333332	8.686868686868689
[活動性]-minus-[決断性]	0.5	2.0	1.0	-31.15151515151515	-23.333333333333332	7.818181818181817
[活動性]-minus-[決断性]	0.5	2.0	1.0	-30.28282828282828	-23.333333333333332	6.949494949494948
[活動性]-minus-[決断性]	0.5	2.0	1.0	-29.41414141414141	-22.464646464646464	6.949494949494948
[活動性]-minus-[決断性]	1.0	1.0	1.0	-29.41414141414141	-23.333333333333332	6.0808080808080796
[活動性]-minus-[決断性]	0.5	2.0	1.0	-28.545454545454543	-22.464646464646464	6.0808080808080796
[活動性]-minus-[決断性]	1.0	1.0	1.0	-28.545454545454543	-23.333333333333332	5.212121212121211
[活動性]-minus-[決断性]	0.5	2.0	1.0	-27.676767676767675	-22.464646464646464	5.212121212121211
[活動性]-minus-[決断性]	1.0	1.0	1.0	-27.676767676767675	-23.333333333333332	4.3434343434343425
[活動性]-minus-[決断性]	0.5	2.0	1.0	-26.808080808080806	-22.464646464646464	4.3434343434343425
[活動性]-minus-[決断性]	0.5	2.0	1.0	-25.939393939393938	-22.464646464646464	3.474747474747474
[活動性]-minus-[決断性]	1.0	1.0	1.0	-26.808080808080806	-23.333333333333332	3.474747474747474
[活動性]-minus-[決断性]	0.5	6.0	3.0	13.151515151515156	15.757575757575765	2.606060606060609
[活動性]-minus-[決断性]	1.0	1.0	1.0	-25.939393939393938	-23.333333333333332	2.6060606060606055
[活動性]-minus-[決断性]	0.5	2.0	1.0	-25.07070707070707	-22.464646464646464	2.6060606060606055
[活動性]-minus-[決断性]	0.5	2.0	1.0	-24.2020202020202	-21.595959595959595	2.6060606060606055
[活動性]-minus-[決断性]	0.6666666666666666	3.0	2.0	-14.646464646464644	-12.040404040404042	2.606060606060602
[活動性]-minus-[決断性]	1.0	1.0	1.0	-25.07070707070707	-23.333333333333332	1.737373737373737
[活動性]-minus-[決断性]	1.0	1.0	1.0	-24.2020202020202	-22.464646464646464	1.737373737373737
[社交性]-minus-[決断性]	0.5	6.0	3.0	23.575757575757578	36.0	12.424242424242422
[社交性]-minus-[決断性]	0.5	6.0	3.0	23.575757575757578	35.17171717171718	11.595959595959599
[社交性]-minus-[決断性]	0.5	6.0	3.0	23.575757575757578	34.34343434343434	10.767676767676761
[社交性]-minus-[決断性]	0.6	5.0	3.0	23.575757575757578	33.515151515151516	9.939393939393938
[社交性]-minus-[決断性]	0.6	5.0	3.0	23.575757575757578	32.68686868686869	9.111111111111114
[社交性]-minus-[決断性]	0.6	5.0	3.0	23.575757575757578	31.858585858585855	8.282828282828277
[社交性]-minus-[決断性]	0.6	5.0	3.0	23.575757575757578	31.03030303030303	7.454545454545453
[社交性]-minus-[決断性]	0.6	5.0	3.0	23.575757575757578	30.202020202020208	6.62626262626263
[社交性]-minus-[決断性]	0.75	4.0	3.0	23.575757575757578	29.37373737373737	5.797979797979792
[社交性]-minus-[決断性]	0.5	2.0	1.0	24.4040404040404	29.37373737373737	4.969696969696969
[社交性]-minus-[決断性]	0.75	4.0	3.0	23.575757575757578	28.545454545454547	4.969696969696969
[社交性]-minus-[決断性]	0.75	4.0	3.0	23.575757575757578	27.717171717171723	4.141414141414145
[社交性]-minus-[決断性]	0.5	2.0	1.0	24.4040404040404	28.545454545454547	4.141414141414145
[社交性]-minus-[決断性]	0.5	2.0	1.0	24.4040404040404	27.717171717171723	3.313131313131322
[社交性]-minus-[決断性]	1.5	2.0	3.0	23.575757575757578	26.888888888888886	3.313131313131308
[社交性]-minus-[決断性]	1.5	2.0	3.0	23.575757575757578	26.060606060606062	2.4848484848484844
[社交性]-minus-[決断性]	0.5	4.0	2.0	-19.494949494949495	-17.01010101010101	2.4848484848484844
[社交性]-minus-[決断性]	1.5	2.0	3.0	23.575757575757578	25.23232323232324	1.656565656565661
[社交性]-minus-[決断性]	0.6	5.0	3.0	-11.212121212121211	-9.555555555555557	1.656565656565654
[慎重性]-minus-[決断性]	0.5	2.0	1.0	30.464646464646464	34.70707070707071	4.242424242424249
[慎重性]-minus-[決断性]	0.5	2.0	1.0	31.171717171717177	34.70707070707071	3.5353535353535364
[慎重性]-minus-[決断性]	1.0	1.0	1.0	31.878787878787875	34.70707070707071	2.8282828282828376
[慎重性]-minus-[決断性]	0.8333333333333334	6.0	5.0	6.424242424242422	8.545454545454547	2.1212121212121247
[慎重性]-minus-[決断性]	1.0	1.0	1.0	32.58585858585859	34.70707070707071	2.1212121212121247
[慎重性]-minus-[決断性]	0.5	2.0	1.0	27.636363636363633	29.75757575757575	2.1212121212121176
[慎重性]-minus-[決断性]	1.0	1.0	1.0	33.29292929292929	34.70707070707071	1.414141414141426
[新奇性]-minus-[決断性]	0.8	5.0	4.0	5.444444444444443	7.949494949494948	2.505050505050505
[新奇性]-minus-[決断性]	0.5	4.0	2.0	15.464646464646464	17.96969696969697	2.505050505050505
[新奇性]-minus-[決断性]	0.5	2.0	1.0	-14.595959595959595	-12.09090909090909	2.505050505050505
[新奇性]-minus-[決断性]	0.5	8.0	4.0	4.81818181818182	6.696969696969703	1.8787878787878824
[新奇性]-minus-[決断性]	0.5	4.0	2.0	15.464646464646464	17.343434343434346	1.8787878787878824
[新奇性]-minus-[決断性]	0.8	5.0	4.0	5.444444444444443	7.323232323232325	1.8787878787878824
[新奇性]-minus-[決断性]	1.0	1.0	1.0	22.97979797979798	24.85858585858586	1.8787878787878824
[新奇性]-minus-[決断性]	0.5	6.0	3.0	2.9393939393939412	4.81818181818182	1.878787878787879
[新奇性]-minus-[決断性]	0.5	2.0	1.0	-13.969696969696969	-12.09090909090909	1.878787878787879
[新奇性]-minus-[決断性]	0.6666666666666666	3.0	2.0	-17.1010101010101	-15.222222222222221	1.878787878787879
[新奇性]-minus-[決断性]	0.5	2.0	1.0	-18.353535353535353	-16.474747474747474	1.878787878787879
[新奇性]-minus-[決断性]	0.5	4.0	2.0	13.585858585858588	15.464646464646464	1.8787878787878753
[新奇性]-minus-[決断性]	0.5	4.0	2.0	16.090909090909093	17.96969696969697	1.8787878787878753
[新奇性]-minus-[決断性]	0.5	4.0	2.0	16.717171717171723	18.5959595959596	1.8787878787878753
[新奇性]-minus-[決断性]	0.5	4.0	2.0	21.727272727272734	23.60606060606061	1.8787878787878753
[新奇性]-minus-[決断性]	1.0	1.0	1.0	22.97979797979798	24.23232323232324	1.2525252525252597
[新奇性]-minus-[決断性]	0.5	8.0	4.0	4.81818181818182	6.070707070707073	1.2525252525252526
[新奇性]-minus-[決断性]	0.5	2.0	1.0	-17.727272727272727	-16.474747474747474	1.2525252525252526
[新奇性]-minus-[決断性]	0.5	4.0	2.0	16.090909090909093	17.343434343434346	1.2525252525252526
[固執性]-minus-[決断性]	0.5	4.0	2.0	2.6464646464646435	4.767676767676768	2.1212121212121247
[固執性]-minus-[決断性]	0.5	4.0	2.0	17.494949494949495	19.61616161616162	2.1212121212121247
[固執性]-minus-[決断性]	1.0	1.0	1.0	-20.686868686868685	-18.565656565656568	2.1212121212121176
[固執性]-minus-[決断性]	0.5714285714285714	7.0	4.0	4.767676767676768	6.888888888888886	2.1212121212121176
[固執性]-minus-[決断性]	0.5	8.0	4.0	7.595959595959599	9.717171717171716	2.1212121212121176
[固執性]-minus-[決断性]	0.5	4.0	2.0	2.6464646464646435	4.060606060606062	1.4141414141414188
[固執性]-minus-[決断性]	0.5	8.0	4.0	7.595959595959599	9.01010101010101	1.4141414141414117
[主体性]-minus-[決断性]	0.5	2.0	1.0	-23.02020202020202	-15.1010101010101	7.9191919191919204
[主体性]-minus-[決断性]	0.5	2.0	1.0	-23.02020202020202	-15.595959595959595	7.424242424242426
[主体性]-minus-[決断性]	0.5	2.0	1.0	-22.525252525252526	-15.1010101010101	7.424242424242426
[主体性]-minus-[決断性]	0.5	2.0	1.0	-22.525252525252526	-15.595959595959595	6.929292929292931
[主体性]-minus-[決断性]	0.5	2.0	1.0	-23.02020202020202	-16.09090909090909	6.929292929292931
[主体性]-minus-[決断性]	1.0	1.0	1.0	-22.03030303030303	-15.1010101010101	6.929292929292931
[主体性]-minus-[決断性]	0.5	2.0	1.0	-23.02020202020202	-16.585858585858585	6.434343434343436
[主体性]-minus-[決断性]	0.5	2.0	1.0	-22.525252525252526	-16.09090909090909	6.434343434343436
[主体性]-minus-[決断性]	1.0	1.0	1.0	-22.03030303030303	-15.595959595959595	6.434343434343436
[主体性]-minus-[決断性]	1.0	1.0	1.0	-21.535353535353536	-15.1010101010101	6.434343434343436
[主体性]-minus-[決断性]	1.0	1.0	1.0	-21.535353535353536	-15.595959595959595	5.939393939393941
[主体性]-minus-[決断性]	0.5	2.0	1.0	-22.525252525252526	-16.585858585858585	5.939393939393941
[主体性]-minus-[決断性]	1.0	1.0	1.0	-22.03030303030303	-16.09090909090909	5.939393939393941
[主体性]-minus-[決断性]	1.0	1.0	1.0	-21.04040404040404	-15.1010101010101	5.939393939393941
[主体性]-minus-[決断性]	0.5	2.0	1.0	14.595959595959599	20.535353535353536	5.939393939393938
[主体性]-minus-[決断性]	1.0	1.0	1.0	-21.535353535353536	-16.09090909090909	5.444444444444446
[主体性]-minus-[決断性]	1.0	1.0	1.0	-21.04040404040404	-15.595959595959595	5.444444444444446
[主体性]-minus-[決断性]	1.0	1.0	1.0	-20.545454545454547	-15.1010101010101	5.444444444444446
[主体性]-minus-[決断性]	1.0	1.0	1.0	-22.03030303030303	-16.585858585858585	5.444444444444446
[主体性]-minus-[決断性]	0.5	2.0	1.0	14.595959595959599	20.04040404040404	5.444444444444443
[主体性]-minus-[決断性]	1.0	1.0	1.0	-20.050505050505052	-15.1010101010101	4.949494949494952
[主体性]-minus-[決断性]	1.0	1.0	1.0	-21.04040404040404	-16.09090909090909	4.949494949494952
[主体性]-minus-[決断性]	1.0	1.0	1.0	-21.535353535353536	-16.585858585858585	4.949494949494952
[主体性]-minus-[決断性]	1.0	1.0	1.0	-20.545454545454547	-15.595959595959595	4.949494949494952
[主体性]-minus-[決断性]	1.0	1.0	1.0	14.595959595959599	19.545454545454547	4.949494949494948
[主体性]-minus-[決断性]	1.0	1.0	1.0	-21.04040404040404	-16.585858585858585	4.454545454545457
[主体性]-minus-[決断性]	1.0	1.0	1.0	-19.555555555555557	-15.1010101010101	4.454545454545457
[主体性]-minus-[決断性]	1.0	1.0	1.0	-20.050505050505052	-15.595959595959595	4.454545454545457
[主体性]-minus-[決断性]	1.0	1.0	1.0	-20.545454545454547	-16.09090909090909	4.454545454545457
[主体性]-minus-[決断性]	1.0	1.0	1.0	14.595959595959599	19.050505050505052	4.454545454545453
[主体性]-minus-[決断性]	1.0	1.0	1.0	-19.555555555555557	-15.595959595959595	3.959595959595962
[主体性]-minus-[決断性]	1.0	1.0	1.0	-20.050505050505052	-16.09090909090909	3.959595959595962
[主体性]-minus-[決断性]	1.0	1.0	1.0	-20.545454545454547	-16.585858585858585	3.959595959595962
[主体性]-minus-[決断性]	1.0	1.0	1.0	-19.060606060606062	-15.1010101010101	3.959595959595962
[主体性]-minus-[決断性]	1.0	1.0	1.0	14.595959595959599	18.555555555555557	3.9595959595959584
[主体性]-minus-[決断性]	1.0	1.0	1.0	-19.555555555555557	-16.09090909090909	3.464646464646467
[主体性]-minus-[決断性]	1.0	1.0	1.0	-19.060606060606062	-15.595959595959595	3.464646464646467
[主体性]-minus-[決断性]	1.0	1.0	1.0	-20.050505050505052	-16.585858585858585	3.464646464646467
[主体性]-minus-[決断性]	1.0	1.0	1.0	-18.565656565656568	-15.1010101010101	3.464646464646467
[主体性]-minus-[決断性]	1.0	1.0	1.0	14.595959595959599	18.060606060606062	3.4646464646464636
[主体性]-minus-[決断性]	1.0	1.0	1.0	-19.555555555555557	-16.585858585858585	2.9696969696969724
[主体性]-minus-[決断性]	1.0	1.0	1.0	-18.565656565656568	-15.595959595959595	2.9696969696969724
[主体性]-minus-[決断性]	1.0	1.0	1.0	-19.060606060606062	-16.09090909090909	2.9696969696969724
[主体性]-minus-[決断性]	0.5	2.0	1.0	-17.08080808080808	-14.11111111111111	2.969696969696969
[主体性]-minus-[決断性]	1.0	1.0	1.0	-18.07070707070707	-15.1010101010101	2.969696969696969
[主体性]-minus-[決断性]	1.0	1.0	1.0	-18.565656565656568	-16.09090909090909	2.4747474747474776
[主体性]-minus-[決断性]	1.0	1.0	1.0	-19.060606060606062	-16.585858585858585	2.4747474747474776
[主体性]-minus-[決断性]	1.0	1.0	1.0	-18.07070707070707	-15.595959595959595	2.474747474747474
[主体性]-minus-[決断性]	1.0	1.0	1.0	-17.575757575757574	-15.1010101010101	2.474747474747474
[主体性]-minus-[決断性]	0.5	2.0	1.0	-17.08080808080808	-14.606060606060606	2.474747474747474
[主体性]-minus-[決断性]	1.0	1.0	1.0	-18.565656565656568	-16.585858585858585	1.9797979797979828
[主体性]-minus-[決断性]	1.0	1.0	1.0	-18.07070707070707	-16.09090909090909	1.9797979797979792
[主体性]-minus-[決断性]	1.0	1.0	1.0	-17.575757575757574	-15.595959595959595	1.9797979797979792
[主体性]-minus-[決断性]	0.5555555555555556	9.0	5.0	-3.2222222222222214	-1.2424242424242422	1.9797979797979792
[主体性]-minus-[決断性]	0.5	8.0	4.0	8.656565656565661	10.63636363636364	1.9797979797979792
[主体性]-minus-[決断性]	1.0	1.0	1.0	11.62626262626263	13.606060606060609	1.9797979797979792
[主体性]-minus-[決断性]	0.5	8.0	4.0	8.656565656565661	10.141414141414145	1.4848484848484844
[主体性]-minus-[決断性]	1.0	1.0	1.0	-18.07070707070707	-16.585858585858585	1.4848484848484844
[主体性]-minus-[決断性]	1.0	1.0	1.0	11.62626262626263	13.111111111111114	1.4848484848484844
[主体性]-minus-[決断性]	0.5555555555555556	9.0	5.0	-3.2222222222222214	-1.737373737373737	1.4848484848484844
[主体性]-minus-[決断性]	1.0	1.0	1.0	-17.575757575757574	-16.09090909090909	1.4848484848484844
[主体性]-minus-[決断性]	1.0	1.0	1.0	-17.575757575757574	-16.585858585858585	0.9898989898989896
[社交性]-over-[活動性]	0.5714285714285714	7.0	4.0	1.0566398130358086	1.0827968225076123	0.02615700947180377
[社交性]-over-[活動性]	0.6666666666666666	3.0	2.0	1.2397388793384345	1.2658958888102383	0.02615700947180377
[社交性]-over-[活動性]	0.5	2.0	1.0	0.7340366962168965	0.7601937056887001	0.02615700947180366
[社交性]-over-[活動性]	1.5	2.0	3.0	1.0566398130358086	1.0740778193503444	0.017438006314535848
[社交性]-over-[活動性]	0.5	2.0	1.0	1.108953831979416	1.126391838293952	0.017438006314535848
[社交性]-over-[活動性]	1.0	1.0	1.0	1.196143863552095	1.2135818698666307	0.017438006314535848
[社交性]-over-[活動性]	1.0	2.0	2.0	1.2397388793384345	1.2571768856529704	0.017438006314535848
[社交性]-over-[活動性]	0.5	2.0	1.0	0.7427556993741644	0.7601937056887001	0.017438006314535737
[社交性]-over-[活動性]	0.5	2.0	1.0	0.7689127088459681	0.7863507151605038	0.017438006314535737
[社交性]-over-[活動性]	1.0	2.0	2.0	0.8386647341041112	0.856102740418647	0.017438006314535737
[社交性]-over-[活動性]	1.0	1.0	1.0	0.8996977562049865	0.9171357625195222	0.017438006314535737
[社交性]-over-[活動性]	0.5	4.0	2.0	1.021763800406737	1.0392018067212727	0.017438006314535626
[社交性]-over-[活動性]	2.0	1.0	2.0	1.1525488477657555	1.1699868540802911	0.017438006314535626
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.9794778773652013	2.1961872243562386	0.21670934699103728
[慎重性]-over-[活動性]	0.5	2.0	1.0	2.0035566936975386	2.1961872243562386	0.19263053065869995
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.6664532650448143	1.859083795703514	0.19263053065869973
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.9794778773652013	2.172108408023901	0.19263053065869973
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.9072414283681889	2.0998719590268884	0.1926305306586995
[慎重性]-over-[活動性]	0.5	2.0	1.0	2.0035566936975386	2.172108408023901	0.1685517143263624
[慎重性]-over-[活動性]	0.5	2.0	1.0	2.027635510029876	2.1961872243562386	0.1685517143263624
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.9072414283681889	2.0757931426945513	0.1685517143263624
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.9794778773652013	2.1480295916915635	0.16855171432636218
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.6905320813771518	1.859083795703514	0.16855171432636218
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.9313202447005264	2.0998719590268884	0.16855171432636196
[慎重性]-over-[活動性]	0.5	2.0	1.0	2.027635510029876	2.172108408023901	0.14447289799402485
[慎重性]-over-[活動性]	0.5	2.0	1.0	2.0035566936975386	2.1480295916915635	0.14447289799402485
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.7146108977094892	1.859083795703514	0.14447289799402485
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.9313202447005264	2.0757931426945513	0.14447289799402485
[慎重性]-over-[活動性]	1.0	1.0	1.0	2.0517143263622137	2.1961872243562386	0.14447289799402485
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.9553990610328638	2.0998719590268884	0.14447289799402463
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.9794778773652013	2.123950775359226	0.14447289799402463
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.9553990610328638	2.0757931426945513	0.12039408166168752
[慎重性]-over-[活動性]	0.5	2.0	1.0	2.027635510029876	2.1480295916915635	0.1203940816616873
[慎重性]-over-[活動性]	1.0	1.0	1.0	1.7386897140418267	1.859083795703514	0.1203940816616873
[慎重性]-over-[活動性]	0.5	2.0	1.0	2.0035566936975386	2.123950775359226	0.1203940816616873
[慎重性]-over-[活動性]	1.0	1.0	1.0	2.0517143263622137	2.172108408023901	0.1203940816616873
[慎重性]-over-[活動性]	1.0	1.0	1.0	1.9794778773652013	2.0998719590268884	0.12039408166168708
[慎重性]-over-[活動性]	1.0	1.0	1.0	1.9794778773652013	2.0757931426945513	0.09631526532934997
[慎重性]-over-[活動性]	1.0	1.0	1.0	1.762768530374164	1.859083795703514	0.09631526532934997
[慎重性]-over-[活動性]	1.0	1.0	1.0	2.0035566936975386	2.0998719590268884	0.09631526532934975
[慎重性]-over-[活動性]	1.0	1.0	1.0	2.0517143263622137	2.1480295916915635	0.09631526532934975
[慎重性]-over-[活動性]	0.5	2.0	1.0	2.027635510029876	2.123950775359226	0.09631526532934975
[慎重性]-over-[活動性]	1.0	1.0	1.0	2.0035566936975386	2.0757931426945513	0.07223644899701265
[慎重性]-over-[活動性]	1.0	1.0	1.0	1.7868473467065016	1.859083795703514	0.07223644899701243
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.8350049793711765	1.9072414283681889	0.07223644899701243
[慎重性]-over-[活動性]	1.0	1.0	1.0	2.027635510029876	2.0998719590268884	0.0722364489970122
[慎重性]-over-[活動性]	1.0	1.0	1.0	2.0517143263622137	2.123950775359226	0.0722364489970122
[慎重性]-over-[活動性]	0.5	6.0	3.0	1.0644828567363778	1.1126404894010529	0.0481576326646751
[慎重性]-over-[活動性]	1.0	1.0	1.0	2.027635510029876	2.0757931426945513	0.0481576326646751
[慎重性]-over-[活動性]	0.6666666666666666	3.0	2.0	1.497901550718452	1.546059183383127	0.048157632664674876
[慎重性]-over-[活動性]	1.0	1.0	1.0	1.8109261630388391	1.859083795703514	0.048157632664674876
[慎重性]-over-[活動性]	0.5	2.0	1.0	1.8350049793711765	1.8831626120358513	0.048157632664674876
[慎重性]-over-[活動性]	1.0	2.0	2.0	1.4738227343861146	1.5219803670507894	0.048157632664674876
[慎重性]-over-[活動性]	0.6	5.0	3.0	0.6792217954189785	0.7273794280836534	0.048157632664674876
[新奇性]-over-[活動性]	0.6666666666666666	3.0	2.0	1.2384823848238482	1.309056007226739	0.07057362240289078
[新奇性]-over-[活動性]	0.6666666666666666	3.0	2.0	1.2384823848238482	1.2949412827461608	0.05645889792231262
[新奇性]-over-[活動性]	0.5	2.0	1.0	1.2525971093044264	1.309056007226739	0.05645889792231262
[新奇性]-over-[活動性]	1.0	2.0	2.0	1.2384823848238482	1.2808265582655827	0.04234417344173447
[新奇性]-over-[活動性]	0.5	2.0	1.0	1.2525971093044264	1.2949412827461608	0.04234417344173447
[新奇性]-over-[活動性]	0.5	4.0	2.0	1.196138211382114	1.2384823848238482	0.042344173441734245
[新奇性]-over-[活動性]	1.0	1.0	1.0	0.7162375790424571	0.7444670280036134	0.02822944896115631
[新奇性]-over-[活動性]	1.0	2.0	2.0	1.1820234869015356	1.210252935862692	0.02822944896115631
[新奇性]-over-[活動性]	0.5	4.0	2.0	1.196138211382114	1.2243676603432703	0.02822944896115631
[新奇性]-over-[活動性]	2.0	1.0	2.0	1.2384823848238482	1.2667118337850045	0.02822944896115631
[新奇性]-over-[活動性]	1.0	1.0	1.0	1.2525971093044264	1.2808265582655827	0.02822944896115631
[固執性]-over-[活動性]	0.5	2.0	1.0	2.0629177345595253	2.583333333333333	0.5204155987738077
[固執性]-over-[活動性]	0.5	2.0	1.0	2.085544499723604	2.583333333333333	0.49778883360972914
[固執性]-over-[活動性]	0.5	2.0	1.0	2.0629177345595253	2.5607065681692545	0.49778883360972914
[固執性]-over-[活動性]	0.5	2.0	1.0	2.0629177345595253	2.538079803005176	0.47516206844565056
[固執性]-over-[活動性]	0.5	2.0	1.0	2.085544499723604	2.5607065681692545	0.47516206844565056
[固執性]-over-[活動性]	0.5	2.0	1.0	2.1081712648876825	2.583333333333333	0.47516206844565056
[固執性]-over-[活動性]	0.5	2.0	1.0	2.130798030051761	2.583333333333333	0.452535303281572
[固執性]-over-[活動性]	1.0	1.0	1.0	2.0629177345595253	2.5154530378410973	0.452535303281572
[固執性]-over-[活動性]	0.5	2.0	1.0	2.085544499723604	2.538079803005176	0.452535303281572
[固執性]-over-[活動性]	0.5	2.0	1.0	2.1081712648876825	2.5607065681692545	0.452535303281572
[固執性]-over-[活動性]	0.5	2.0	1.0	2.130798030051761	2.5607065681692545	0.4299085381174934
[固執性]-over-[活動性]	0.5	2.0	1.0	2.1081712648876825	2.538079803005176	0.4299085381174934
[固執性]-over-[活動性]	0.5	2.0	1.0	2.1534247952158396	2.583333333333333	0.4299085381174934
[固執性]-over-[活動性]	1.0	1.0	1.0	2.085544499723604	2.5154530378410973	0.4299085381174934
[固執性]-over-[活動性]	1.0	1.0	1.0	2.0629177345595253	2.4928262726770187	0.4299085381174934
[固執性]-over-[活動性]	1.0	1.0	1.0	2.0629177345595253	2.47019950751294	0.40728177295341483
[固執性]-over-[活動性]	0.5	2.0	1.0	2.130798030051761	2.538079803005176	0.40728177295341483
[固執性]-over-[活動性]	0.5	2.0	1.0	2.1534247952158396	2.5607065681692545	0.40728177295341483
[固執性]-over-[活動性]	0.5	2.0	1.0	2.176051560379918	2.583333333333333	0.40728177295341483
[固執性]-over-[活動性]	1.0	1.0	1.0	2.1081712648876825	2.5154530378410973	0.40728177295341483
[固執性]-over-[活動性]	1.0	1.0	1.0	2.085544499723604	2.4928262726770187	0.40728177295341483
[固執性]-over-[活動性]	1.0	1.0	1.0	2.1081712648876825	2.4928262726770187	0.38465500778933626
[固執性]-over-[活動性]	1.0	1.0	1.0	2.085544499723604	2.47019950751294	0.38465500778933626
[固執性]-over-[活動性]	1.0	1.0	1.0	2.0629177345595253	2.4475727423488616	0.38465500778933626
[固執性]-over-[活動性]	1.0	1.0	1.0	2.130798030051761	2.5154530378410973	0.38465500778933626
[固執性]-over-[活動性]	0.5	2.0	1.0	2.1534247952158396	2.538079803005176	0.38465500778933626
[固執性]-over-[活動性]	0.5	2.0	1.0	2.176051560379918	2.5607065681692545	0.38465500778933626
[固執性]-over-[活動性]	0.5	2.0	1.0	2.198678325543997	2.583333333333333	0.38465500778933626
[固執性]-over-[活動性]	1.0	1.0	1.0	2.0629177345595253	2.424945977184783	0.3620282426252577
[固執性]-over-[活動性]	1.0	1.0	1.0	2.085544499723604	2.4475727423488616	0.3620282426252577
[固執性]-over-[活動性]	1.0	1.0	1.0	2.1534247952158396	2.5154530378410973	0.3620282426252577
[固執性]-over-[活動性]	1.0	1.0	1.0	2.1081712648876825	2.47019950751294	0.3620282426252577
[固執性]-over-[活動性]	0.5	2.0	1.0	2.176051560379918	2.538079803005176	0.3620282426252577
[固執性]-over-[活動性]	0.5	2.0	1.0	2.198678325543997	2.5607065681692545	0.3620282426252577
[固執性]-over-[活動性]	0.5	2.0	1.0	2.2213050907080754	2.583333333333333	0.3620282426252577
[固執性]-over-[活動性]	1.0	1.0	1.0	2.130798030051761	2.4928262726770187	0.3620282426252577
[固執性]-over-[活動性]	0.5	2.0	1.0	2.2439318558721544	2.6059600984974116	0.36202824262525723
[固執性]-over-[活動性]	1.0	1.0	1.0	2.085544499723604	2.424945977184783	0.3394014774611791
[固執性]-over-[活動性]	1.0	1.0	1.0	2.0629177345595253	2.4023192120207044	0.3394014774611791
[固執性]-over-[活動性]	0.5	2.0	1.0	2.198678325543997	2.538079803005176	0.3394014774611791
[固執性]-over-[活動性]	1.0	1.0	1.0	2.176051560379918	2.5154530378410973	0.3394014774611791
[固執性]-over-[活動性]	1.0	1.0	1.0	2.1534247952158396	2.4928262726770187	0.3394014774611791
[固執性]-over-[活動性]	0.5	2.0	1.0	2.2213050907080754	2.5607065681692545	0.3394014774611791
